"","x"
"106",0.466678023338318
"107",0.328135758638382
"108",0.478129029273987
"109",0.428474992513657
"110",0.463687479496002
"111",0.65143209695816
"112",0.420544266700745
"113",0.331852912902832
"114",0.31419563293457
"115",0.114268705248833
"116",0.888313770294189
"117",0.192799136042595
"118",0.379115760326385
"119",0.401163876056671
"120",0.403444319963455
"121",0.275994390249252
"122",0.209976702928543
"123",0.393821835517883
"124",0.452560842037201
"125",0.428959250450134
"126",0.410463631153107
"127",0.226138740777969
"128",0.601335823535919
"129",0.504683554172516
"130",0.497237354516983
"131",0.49058073759079
"132",0.54512345790863
"133",0.741501867771149
"134",0.176284030079842
"135",0.142031878232956
"136",0.205977439880371
"137",0.446399986743927
"138",0.205795988440514
"139",0.659471094608307
"140",0.445158421993256
"141",0.397101849317551
"142",0.710158944129944
"143",0.452145218849182
"144",0.166829064488411
"145",0.604529619216919
"146",0.443676203489304
"147",0.435513943433762
"148",0.455446511507034
"149",0.279230803251266
"150",0.477397322654724
"151",0.541261374950409
"152",0.866353571414948
"153",0.205840989947319
"154",0.4174485206604
"155",0.700905323028564
"156",0.216395854949951
"157",0.173930674791336
"158",0.374069154262543
"159",0.70123952627182
"160",0.766737163066864
"161",0.215407311916351
"162",0.391403257846832
"163",0.327737838029861
"164",0.265017777681351
"165",0.509739279747009
"166",0.476810902357101
"167",0.272924929857254
"168",0.34554722905159
"169",0.409646838903427
"170",0.409807056188583
"171",0.195319011807442
"172",0.572126448154449
"173",0.319130212068558
"174",0.318329364061356
"175",0.385737299919128
"176",0.534350752830505
"177",0.709478735923767
"178",0.402987897396088
"179",0.416569888591766
"180",0.367792367935181
"181",0.815976560115814
"182",0.59545886516571
"183",0.626628756523132
"184",0.505976140499115
"185",0.460969209671021
"186",0.598813414573669
"187",0.526548624038696
"188",0.385203301906586
"189",0.295434653759003
"190",0.450757831335068
"191",0.281414955854416
"192",0.396118521690369
"193",0.319390147924423
"194",0.141948655247688
"195",0.434112668037415
"196",0.467284709215164
"197",0.381134420633316
"198",0.310075551271439
"199",0.598211526870728
"200",0.766679406166077
"201",0.464256823062897
"202",0.322064071893692
"203",0.275140732526779
"204",0.0744459182024002
"205",0.383003920316696
"206",0.301881968975067
"207",0.294521778821945
"208",0.870510816574097
"209",0.315198451280594
"210",0.20932637155056
"211",0.458428651094437
"212",0.140494599938393
"213",0.932807922363281
"214",0.350594580173492
"215",0.097105510532856
"216",0.486619561910629
"217",0.496417552232742
"218",0.421644032001495
"219",0.287883698940277
"220",0.424995005130768
"221",0.60429435968399
"222",0.84398365020752
"223",0.489852577447891
"224",0.158652678132057
"225",0.429933428764343
"226",0.605314671993256
"227",0.422112286090851
"228",0.753955245018005
"229",0.408293426036835
"230",0.286667585372925
"231",0.0815605744719505
"232",0.281893253326416
"233",0.523671805858612
"234",0.504380643367767
"235",0.655680477619171
"236",0.259356409311295
"237",0.585497379302979
"238",0.644720792770386
"239",0.184006839990616
"240",0.347651451826096
"241",0.0879036337137222
"242",0.473894417285919
"243",0.329403579235077
"244",0.494116097688675
"245",0.725683212280273
"246",0.626219570636749
"247",0.743004679679871
"248",0.311289578676224
"249",0.4182208776474
"250",0.362460315227509
"251",0.301788479089737
"252",0.259167432785034
"253",0.33519035577774
"254",0.441105604171753
"255",0.261301189661026
"256",0.558968961238861
"257",0.465625196695328
"258",0.43055260181427
"259",0.821939587593079
"260",0.787989795207977
"261",0.494655907154083
"262",0.156571894884109
"263",0.45219150185585
"264",0.303516328334808
"265",0.461315155029297
"266",0.549620687961578
"267",0.202087119221687
"268",0.431827336549759
"269",0.580414831638336
"270",0.441105604171753
"271",0.38727468252182
"272",0.529979526996613
"273",0.0999139025807381
"274",0.174041777849197
"275",0.231676906347275
"276",0.458766400814056
"277",0.554359793663025
"278",0.4182208776474
"279",0.641449868679047
"280",0.274212837219238
"281",0.391194552183151
"282",0.226466238498688
"283",0.224012553691864
"284",0.779801964759827
"285",0.648941516876221
"286",0.44824942946434
"287",0.26354444026947
"288",0.234362661838531
"289",0.423031210899353
"290",0.509658694267273
"291",0.46040216088295
"292",0.424007505178452
"293",0.598865926265717
"294",0.38417649269104
"295",0.176049739122391
"296",0.0832040533423424
"297",0.49136757850647
"298",0.658605873584747
"299",0.749942541122437
"300",0.815619230270386
"301",0.0825279578566551
"302",0.536203563213348
"303",0.0852371603250504
"304",0.440984755754471
"305",0.334716379642487
"306",0.120267264544964
"307",0.343072801828384
"308",0.494116097688675
"309",0.146452531218529
"310",0.0649164468050003
"311",0.158824533224106
"312",0.697682976722717
"313",0.349928259849548
"314",0.319429367780685
"315",0.407920926809311
"316",0.336535900831223
"317",0.649979293346405
"318",0.20453929901123
"319",0.250474065542221
"320",0.260110318660736
"321",0.915766298770905
"322",0.806045413017273
"323",0.401032328605652
"324",0.564307808876038
"325",0.296858996152878
"326",0.866910219192505
"327",0.184626042842865
"328",0.339898467063904
"329",0.0693903714418411
"330",0.61998462677002
"331",0.681704521179199
"332",0.915766298770905
"333",0.57162344455719
"334",0.105238638818264
"335",0.488251715898514
"336",0.406464755535126
"337",0.673362553119659
"338",0.325345039367676
"339",0.655001223087311
"340",0.823517262935638
"341",0.409339845180511
"342",0.295095324516296
"343",0.49677836894989
"344",0.823517262935638
"345",0.545097351074219
"346",0.554498016834259
"347",0.551779270172119
"348",0.66439026594162
"349",0.314849734306335
"350",0.324365317821503
"351",0.427736103534698
"352",0.467451810836792
"353",0.346034079790115
"354",0.454264551401138
"355",0.542444050312042
"356",0.326932489871979
"357",0.406581610441208
"358",0.496000111103058
"359",0.339954137802124
"360",0.292162418365479
"361",0.915766298770905
"362",0.624270498752594
"363",0.554204881191254
"364",0.419160753488541
"365",0.286572962999344
"366",0.73643296957016
"367",0.546856641769409
"368",0.558167994022369
"369",0.824564695358276
"370",0.517094135284424
"371",0.152431651949883
"372",0.281086444854736
"373",0.0963020473718643
"374",0.506760656833649
"375",0.462788552045822
"376",0.506228744983673
"377",0.374293148517609
"378",0.569477617740631
"379",0.378836929798126
"380",0.416921436786652
"381",0.29730349779129
"382",0.111627541482449
"383",0.082696869969368
"384",0.143645092844963
"385",0.0748181715607643
"386",0.639241755008698
"387",0.354446262121201
"388",0.713661670684814
"389",0.69294810295105
"390",0.50949227809906
"391",0.755559384822845
"392",0.334053307771683
"393",0.295503348112106
"394",0.474292516708374
"395",0.201436132192612
"396",0.530982494354248
"397",0.440294951200485
"398",0.238831371068954
"399",0.338578462600708
"400",0.494196683168411
"401",0.271352022886276
"402",0.409400969743729
"403",0.488030105829239
"404",0.614984035491943
"405",0.4182208776474
"406",0.366012245416641
"407",0.459224313497543
"408",0.696397602558136
"409",0.340436518192291
"410",0.646079957485199
"411",0.115239262580872
"412",0.60158759355545
"413",0.384848743677139
"414",0.145256459712982
"415",0.475737243890762
"416",0.373959571123123
"417",0.151059150695801
"418",0.259523540735245
"419",0.0809915661811829
"420",0.431041836738586
"421",0.396648734807968
"422",0.647745251655579
"423",0.532541334629059
"424",0.145213961601257
"425",0.709478735923767
"426",0.690799236297607
"427",0.497636348009109
"428",0.391821771860123
"429",0.21096608042717
"430",0.509295225143433
"431",0.843059301376343
"432",0.458896815776825
"433",0.314748615026474
"434",0.249450504779816
"435",0.347775816917419
"436",0.623096644878387
"437",0.488278657197952
"438",0.142074674367905
"439",0.591507017612457
"440",0.308259725570679
"441",0.387274861335754
"442",0.573381721973419
"443",0.200111165642738
"444",0.284116625785828
"445",0.196441099047661
"446",0.198235049843788
"447",0.14073683321476
"448",0.191624507308006
"449",0.456267088651657
"450",0.274479895830154
"451",0.646926939487457
"452",0.468275606632233
"453",0.413597464561462
"454",0.139034941792488
"455",0.434754133224487
"456",0.424917370080948
"457",0.47670641541481
"458",0.855549871921539
"459",0.462545573711395
"460",0.256296575069427
"461",0.50822788476944
"462",0.339852899312973
"463",0.575667262077332
"464",0.8577800989151
"465",0.475467383861542
"466",0.450796812772751
"467",0.26039931178093
"468",0.198653653264046
"469",0.433509647846222
"470",0.449061870574951
"471",0.683743476867676
"472",0.360799252986908
"473",0.183416411280632
"474",0.385197788476944
"475",0.102234855294228
"476",0.489511400461197
"477",0.592371344566345
"478",0.411924004554749
"479",0.385885298252106
"480",0.617885828018188
"481",0.580299496650696
"482",0.483814865350723
"483",0.471320331096649
"484",0.441530108451843
"485",0.46360832452774
"486",0.782529652118683
"487",0.705197036266327
"488",0.175495535135269
"489",0.492605239152908
"490",0.507587313652039
"491",0.542182266712189
"492",0.189446106553078
"493",0.430834889411926
"494",0.284647434949875
"495",0.773144602775574
"496",0.725683212280273
"497",0.526462495326996
"498",0.563852667808533
"499",0.151608899235725
"500",0.515929579734802
"501",0.30680713057518
"502",0.217479586601257
"503",0.4182208776474
"504",0.372384160757065
"505",0.259849548339844
"506",0.240247040987015
"507",0.49908035993576
"508",0.352112084627151
"509",0.306421250104904
"510",0.341383129358292
"511",0.509934782981873
"512",0.47403159737587
"513",0.545255124568939
"514",0.70378178358078
"515",0.823517262935638
"516",0.823517262935638
"517",0.152782589197159
"518",0.32756432890892
"519",0.40933284163475
"520",0.553844451904297
"521",0.785284101963043
"522",0.601742923259735
"523",0.454589128494263
"524",0.18260033428669
"525",0.6728236079216
"526",0.435263812541962
"527",0.783692359924316
"528",0.127946615219116
"529",0.212059810757637
"530",0.185034558176994
"531",0.558119237422943
"532",0.158439189195633
"533",0.301958113908768
"534",0.245811104774475
"535",0.207261800765991
"536",0.276830673217773
"537",0.458896815776825
"538",0.402888536453247
"539",0.477718859910965
"540",0.504770517349243
"541",0.184486776590347
"542",0.0979259982705116
"543",0.222923874855042
"544",0.269375652074814
"545",0.507172167301178
"546",0.640004694461823
"547",0.64357328414917
"548",0.234252616763115
"549",0.117050498723984
"550",0.163894221186638
"551",0.36170706152916
"552",0.223132357001305
"553",0.132624045014381
"554",0.49554768204689
"555",0.540432453155518
"556",0.154360994696617
"557",0.0590942390263081
"558",0.139673948287964
"559",0.308309972286224
"560",0.806254088878632
"561",0.649286985397339
"562",0.377637058496475
"563",0.249198108911514
"564",0.446891963481903
"565",0.146607771515846
"566",0.544292390346527
"567",0.821699559688568
"568",0.429744243621826
"569",0.107262887060642
"570",0.523369252681732
"571",0.149225398898125
"572",0.128057271242142
"573",0.0780297443270683
"574",0.609195411205292
"575",0.689586102962494
"576",0.940865278244019
"577",0.420154333114624
"578",0.543349742889404
"579",0.187205269932747
"580",0.313310235738754
"581",0.433426767587662
"582",0.872970163822174
"583",0.117435581982136
"584",0.138154447078705
"585",0.601270079612732
"586",0.456254303455353
"587",0.888313770294189
"588",0.236540347337723
"589",0.438980311155319
"590",0.771193265914917
"591",0.416693031787872
"592",0.38151541352272
"593",0.685201048851013
"594",0.314226716756821
"595",0.377856940031052
"596",0.365155845880508
"597",0.35911613702774
"598",0.69624400138855
"599",0.184886023402214
"600",0.381688416004181
"601",0.541102290153503
"602",0.305219918489456
"603",0.867723405361176
"604",0.120858490467072
"605",0.790911376476288
"606",0.881255924701691
"607",0.357540786266327
"608",0.174783244729042
"609",0.601674377918243
"610",0.226878702640533
"611",0.326581418514252
"612",0.340991377830505
"613",0.697942197322845
"614",0.520266592502594
"615",0.445018947124481
"616",0.133421704173088
"617",0.912153840065002
"618",0.444855600595474
"619",0.411137878894806
"620",0.665077745914459
"621",0.353179007768631
"622",0.119624421000481
"623",0.442325264215469
"624",0.373619139194489
"625",0.59878671169281
"626",0.399049043655396
"627",0.281532317399979
"628",0.773144602775574
"629",0.184515133500099
"630",0.652004718780518
"631",0.507794618606567
"632",0.860139727592468
"633",0.481818616390228
"634",0.415700167417526
"635",0.214541971683502
"636",0.383951455354691
"637",0.450096547603607
"638",0.295821040868759
"639",0.447707653045654
"640",0.907019555568695
"641",0.212549179792404
"642",0.164025723934174
"643",0.879672765731812
"644",0.444423049688339
"645",0.406732857227325
"646",0.0978094413876534
"647",0.207685708999634
"648",0.310126304626465
"649",0.815619230270386
"650",0.871280550956726
"651",0.153206259012222
"652",0.497291415929794
"653",0.313495099544525
"654",0.336920022964478
"655",0.293991357088089
"656",0.567455410957336
"657",0.354843437671661
"658",0.215407311916351
"659",0.284805029630661
"660",0.116866484284401
"661",0.347301661968231
"662",0.209353893995285
"663",0.6405348777771
"664",0.0608088634908199
"665",0.399178683757782
"666",0.344397962093353
"667",0.828146874904633
"668",0.852873146533966
"669",0.475566387176514
"670",0.516421914100647
"671",0.370989143848419
"672",0.591998815536499
"673",0.21350771188736
"674",0.21873776614666
"675",0.350532084703445
"676",0.275759398937225
"677",0.503378808498383
"678",0.2486262768507
"679",0.498012721538544
"680",0.509474992752075
"681",0.427115768194199
"682",0.504408895969391
"683",0.447422444820404
"684",0.657613039016724
"685",0.663783252239227
"686",0.509127378463745
"687",0.196202754974365
"688",0.427373349666595
"689",0.49240431189537
"690",0.490932404994965
"691",0.213648840785027
"692",0.584660172462463
"693",0.373758345842361
"694",0.834741055965424
"695",0.332773804664612
"696",0.196940869092941
"697",0.151863306760788
"698",0.2535340487957
"699",0.131728783249855
"700",0.401106208562851
"701",0.230774939060211
"702",0.108383923768997
"703",0.558119237422943
"704",0.411691963672638
"705",0.42771103978157
"706",0.33519035577774
"707",0.373721837997437
"708",0.164681240916252
"709",0.564307808876038
"710",0.346450716257095
"711",0.294852703809738
"712",0.509915351867676
"713",0.525390982627869
"714",0.430513352155685
"715",0.762082755565643
"716",0.273426800966263
"717",0.532051384449005
"718",0.731621444225311
"719",0.284795820713043
"720",0.334385752677917
"721",0.159109771251678
